FlightNumber,Airline,DepartureTime,ArrivalTime,Delay,Cancellation,Destination
AirNSR4438,JetFly,2023-10-26 21:52:00,2023-10-26 22:52:00,34,False,DXB
AirNSR8645,PacificWings,2023-10-26 19:02:00,2023-10-26 20:02:00,0,False,HND
SkyWave6812,PacificWings,2023-10-26 07:46:00,2023-10-26 12:46:00,138,False,GRU
JetFly8645,PacificWings,2023-10-27 16:55:00,2023-10-27 19:55:00,98,False,LAX
AirNSR4375,GlobeAir,2023-10-27 16:14:00,2023-10-27 19:14:00,57,False,LAX
AirNSR8742,SkyWave,2023-10-27 22:43:00,2023-10-28 02:43:00,33,False,JFK
GlobeAir3254,GlobeAir,2023-10-27 07:45:00,2023-10-27 09:45:00,20,False,HND
AirNSR7991,AirNSR,2023-10-27 22:07:00,2023-10-28 03:07:00,0,False,ORD
SkyWave4322,PacificWings,2023-10-27 18:16:00,2023-10-27 22:16:00,33,False,LAX
PacificWings4243,GlobeAir,2023-10-27 16:53:00,2023-10-27 18:53:00,41,True,HND
PacificWings2737,AirNSR,2023-10-27 11:51:00,2023-10-27 14:51:00,0,False,SYD
JetFly6765,GlobeAir,2023-10-27 22:02:00,2023-10-27 23:02:00,45,False,CDG
JetFly4181,SkyWave,2023-10-27 12:56:00,2023-10-27 16:56:00,23,False,ORD
AirNSR7401,PacificWings,2023-10-28 07:50:00,2023-10-28 11:50:00,0,False,HND
PacificWings6773,GlobeAir,2023-10-28 14:25:00,2023-10-28 18:25:00,0,True,DXB
JetFly2086,GlobeAir,2023-10-28 09:15:00,2023-10-28 14:15:00,11,False,LHR
SkyWave2465,JetFly,2023-10-28 07:47:00,2023-10-28 08:47:00,114,False,CDG
SkyWave7363,AirNSR,2023-10-28 06:30:00,2023-10-28 07:30:00,55,False,LHR
AirNSR9563,JetFly,2023-10-28 11:18:00,2023-10-28 13:18:00,0,False,LAX
PacificWings9817,SkyWave,2023-10-28 10:18:00,2023-10-28 15:18:00,51,False,SYD
AirNSR4610,AirNSR,2023-10-28 06:19:00,2023-10-28 07:19:00,0,False,GRU
AirNSR1253,JetFly,2023-10-28 13:02:00,2023-10-28 15:02:00,78,False,LAX
GlobeAir8803,JetFly,2023-10-28 18:44:00,2023-10-28 21:44:00,8,False,ATL
SkyWave6406,SkyWave,2023-10-29 15:35:00,2023-10-29 16:35:00,25,False,LHR
AirNSR2941,JetFly,2023-10-29 21:26:00,2023-10-30 00:26:00,89,False,ORD
GlobeAir9283,PacificWings,2023-10-29 19:54:00,2023-10-29 20:54:00,0,False,ATL
PacificWings6520,JetFly,2023-10-29 09:08:00,2023-10-29 14:08:00,0,False,DXB
GlobeAir6398,AirNSR,2023-10-29 10:14:00,2023-10-29 15:14:00,3,False,GRU
GlobeAir9301,AirNSR,2023-10-29 16:23:00,2023-10-29 19:23:00,76,False,JFK
PacificWings8567,SkyWave,2023-10-29 13:46:00,2023-10-29 17:46:00,0,True,CDG
JetFly8129,JetFly,2023-10-29 14:27:00,2023-10-29 18:27:00,0,False,JFK
JetFly2059,GlobeAir,2023-10-29 09:01:00,2023-10-29 13:01:00,9,False,SYD
GlobeAir3007,JetFly,2023-10-29 18:51:00,2023-10-29 21:51:00,54,False,DXB
PacificWings4766,GlobeAir,2023-10-30 07:13:00,2023-10-30 08:13:00,84,False,CDG
SkyWave9684,AirNSR,2023-10-30 11:56:00,2023-10-30 15:56:00,9,False,LAX
JetFly9245,JetFly,2023-10-30 20:42:00,2023-10-30 22:42:00,11,False,ORD
PacificWings3830,JetFly,2023-10-30 14:49:00,2023-10-30 18:49:00,81,False,HND
SkyWave8387,SkyWave,2023-10-30 22:53:00,2023-10-31 01:53:00,0,False,DXB
GlobeAir8022,JetFly,2023-10-30 10:00:00,2023-10-30 14:00:00,12,False,HND
SkyWave3356,GlobeAir,2023-10-30 08:55:00,2023-10-30 10:55:00,38,False,ATL
PacificWings7568,GlobeAir,2023-10-30 19:44:00,2023-10-30 21:44:00,50,False,ORD
SkyWave9667,GlobeAir,2023-10-30 22:53:00,2023-10-31 02:53:00,7,False,HND
AirNSR5313,PacificWings,2023-10-30 22:25:00,2023-10-31 03:25:00,31,False,ORD
AirNSR6482,JetFly,2023-10-31 13:16:00,2023-10-31 14:16:00,0,False,JFK
PacificWings3372,GlobeAir,2023-10-31 12:36:00,2023-10-31 16:36:00,0,False,LHR
PacificWings8362,GlobeAir,2023-10-31 14:49:00,2023-10-31 15:49:00,50,False,LHR
GlobeAir8376,AirNSR,2023-10-31 21:32:00,2023-11-01 02:32:00,0,False,DXB
JetFly6640,JetFly,2023-10-31 11:27:00,2023-10-31 12:27:00,32,False,JFK
SkyWave9633,JetFly,2023-10-31 10:54:00,2023-10-31 12:54:00,50,False,HND
SkyWave8461,SkyWave,2023-10-31 11:03:00,2023-10-31 13:03:00,14,False,ORD
GlobeAir2692,AirNSR,2023-10-31 08:53:00,2023-10-31 12:53:00,37,False,DXB
GlobeAir2977,GlobeAir,2023-10-31 09:27:00,2023-10-31 11:27:00,0,False,CDG
SkyWave9899,JetFly,2023-10-31 09:18:00,2023-10-31 12:18:00,20,False,HND
PacificWings4812,AirNSR,2023-11-01 17:11:00,2023-11-01 18:11:00,57,False,GRU
AirNSR4396,PacificWings,2023-11-01 11:11:00,2023-11-01 12:11:00,37,False,HND
PacificWings1227,AirNSR,2023-11-01 14:11:00,2023-11-01 18:11:00,3,False,LAX
AirNSR7919,PacificWings,2023-11-01 06:55:00,2023-11-01 07:55:00,40,False,JFK
SkyWave2317,GlobeAir,2023-11-01 12:28:00,2023-11-01 13:28:00,62,False,JFK
AirNSR5771,PacificWings,2023-11-01 12:13:00,2023-11-01 14:13:00,0,False,DXB
SkyWave5158,JetFly,2023-11-01 18:36:00,2023-11-01 20:36:00,82,False,DXB
SkyWave5565,GlobeAir,2023-11-01 19:15:00,2023-11-02 00:15:00,14,True,ATL
PacificWings1532,GlobeAir,2023-11-01 16:16:00,2023-11-01 17:16:00,49,False,LHR
PacificWings6325,AirNSR,2023-11-01 13:47:00,2023-11-01 18:47:00,83,False,DXB
SkyWave9081,SkyWave,2023-11-02 08:10:00,2023-11-02 13:10:00,0,False,HND
SkyWave6702,AirNSR,2023-11-02 15:49:00,2023-11-02 20:49:00,0,False,JFK
SkyWave8052,GlobeAir,2023-11-02 20:25:00,2023-11-02 23:25:00,17,False,DXB
SkyWave5976,JetFly,2023-11-02 12:37:00,2023-11-02 16:37:00,0,False,GRU
JetFly1383,GlobeAir,2023-11-02 06:32:00,2023-11-02 11:32:00,108,False,JFK
GlobeAir9112,JetFly,2023-11-02 19:54:00,2023-11-02 20:54:00,0,False,SYD
AirNSR2692,PacificWings,2023-11-02 11:38:00,2023-11-02 12:38:00,5,False,LAX
JetFly5903,SkyWave,2023-11-02 07:17:00,2023-11-02 10:17:00,39,False,JFK
PacificWings4689,SkyWave,2023-11-02 11:22:00,2023-11-02 13:22:00,0,False,ORD
AirNSR3748,SkyWave,2023-11-02 17:04:00,2023-11-02 18:04:00,12,False,LHR
JetFly6636,AirNSR,2023-11-03 09:39:00,2023-11-03 11:39:00,44,False,CDG
JetFly1547,SkyWave,2023-11-03 18:37:00,2023-11-03 23:37:00,15,False,SYD
JetFly4410,PacificWings,2023-11-03 12:48:00,2023-11-03 14:48:00,25,False,ORD
JetFly5035,GlobeAir,2023-11-03 11:37:00,2023-11-03 15:37:00,6,False,SYD
AirNSR6682,PacificWings,2023-11-03 13:07:00,2023-11-03 15:07:00,0,False,CDG
JetFly2482,SkyWave,2023-11-03 07:28:00,2023-11-03 10:28:00,44,False,HND
JetFly3193,AirNSR,2023-11-03 09:09:00,2023-11-03 11:09:00,108,False,HND
SkyWave2232,GlobeAir,2023-11-03 20:19:00,2023-11-04 01:19:00,30,False,ORD
AirNSR1243,GlobeAir,2023-11-03 11:38:00,2023-11-03 14:38:00,40,False,GRU
SkyWave8342,JetFly,2023-11-03 09:37:00,2023-11-03 11:37:00,61,False,DXB
AirNSR4753,AirNSR,2023-11-04 21:23:00,2023-11-04 23:23:00,0,False,ORD
GlobeAir5490,GlobeAir,2023-11-04 16:09:00,2023-11-04 21:09:00,106,False,HND
JetFly7276,AirNSR,2023-11-04 10:44:00,2023-11-04 11:44:00,39,False,HND
AirNSR8349,SkyWave,2023-11-04 06:00:00,2023-11-04 11:00:00,103,False,SYD
JetFly6167,SkyWave,2023-11-04 14:03:00,2023-11-04 16:03:00,0,False,LAX
AirNSR6797,SkyWave,2023-11-04 16:22:00,2023-11-04 17:22:00,111,False,CDG
SkyWave3286,AirNSR,2023-11-04 09:19:00,2023-11-04 11:19:00,64,False,JFK
PacificWings8235,GlobeAir,2023-11-04 20:40:00,2023-11-04 22:40:00,54,False,GRU
SkyWave7133,JetFly,2023-11-04 10:09:00,2023-11-04 11:09:00,40,False,ATL
JetFly6264,PacificWings,2023-11-04 09:37:00,2023-11-04 11:37:00,18,False,JFK
JetFly9892,GlobeAir,2023-11-05 21:02:00,2023-11-06 01:02:00,84,False,HND
PacificWings4248,SkyWave,2023-11-05 13:48:00,2023-11-05 15:48:00,36,False,SYD
GlobeAir6804,AirNSR,2023-11-05 17:55:00,2023-11-05 22:55:00,0,False,ORD
JetFly8655,PacificWings,2023-11-05 15:27:00,2023-11-05 18:27:00,0,False,SYD
JetFly9248,JetFly,2023-11-05 22:33:00,2023-11-06 00:33:00,21,False,SYD
SkyWave6253,GlobeAir,2023-11-05 21:08:00,2023-11-06 01:08:00,43,False,JFK
PacificWings5360,GlobeAir,2023-11-05 21:08:00,2023-11-06 02:08:00,27,False,LHR
JetFly4550,JetFly,2023-11-05 17:05:00,2023-11-05 22:05:00,84,False,SYD
SkyWave3828,SkyWave,2023-11-05 17:00:00,2023-11-05 18:00:00,0,False,LHR
GlobeAir3752,JetFly,2023-11-05 20:11:00,2023-11-06 01:11:00,36,False,GRU
JetFly3953,AirNSR,2023-11-06 08:54:00,2023-11-06 10:54:00,0,False,ATL
JetFly2428,JetFly,2023-11-06 11:38:00,2023-11-06 12:38:00,64,False,GRU
GlobeAir7462,SkyWave,2023-11-06 20:02:00,2023-11-06 22:02:00,25,False,JFK
JetFly6614,AirNSR,2023-11-06 17:27:00,2023-11-06 19:27:00,48,False,DXB
JetFly1644,AirNSR,2023-11-06 13:39:00,2023-11-06 14:39:00,0,True,LAX
PacificWings4598,SkyWave,2023-11-06 17:48:00,2023-11-06 19:48:00,87,False,ORD
SkyWave3626,JetFly,2023-11-06 20:05:00,2023-11-06 21:05:00,76,False,ATL
GlobeAir1094,AirNSR,2023-11-06 19:01:00,2023-11-07 00:01:00,56,False,DXB
AirNSR6248,GlobeAir,2023-11-06 14:25:00,2023-11-06 15:25:00,24,False,HND
AirNSR8766,GlobeAir,2023-11-06 10:25:00,2023-11-06 13:25:00,56,False,SYD
JetFly1169,AirNSR,2023-11-07 16:14:00,2023-11-07 20:14:00,0,False,CDG
GlobeAir2476,GlobeAir,2023-11-07 19:42:00,2023-11-07 21:42:00,68,False,LAX
SkyWave4247,GlobeAir,2023-11-07 09:00:00,2023-11-07 14:00:00,104,False,LAX
GlobeAir5909,SkyWave,2023-11-07 12:45:00,2023-11-07 13:45:00,78,False,CDG
JetFly2905,SkyWave,2023-11-07 20:11:00,2023-11-08 00:11:00,0,False,HND
PacificWings6931,GlobeAir,2023-11-07 19:57:00,2023-11-07 20:57:00,46,False,ATL
JetFly5789,SkyWave,2023-11-07 07:52:00,2023-11-07 10:52:00,0,False,LAX
GlobeAir6370,JetFly,2023-11-07 09:32:00,2023-11-07 14:32:00,55,False,LAX
GlobeAir4093,SkyWave,2023-11-07 15:44:00,2023-11-07 17:44:00,50,True,ORD
JetFly4591,GlobeAir,2023-11-07 15:17:00,2023-11-07 18:17:00,0,False,DXB
SkyWave4588,JetFly,2023-11-08 17:27:00,2023-11-08 20:27:00,0,False,SYD
GlobeAir5186,GlobeAir,2023-11-08 06:10:00,2023-11-08 09:10:00,17,False,SYD
JetFly4692,GlobeAir,2023-11-08 10:26:00,2023-11-08 15:26:00,16,False,CDG
GlobeAir3833,SkyWave,2023-11-08 22:27:00,2023-11-09 01:27:00,0,False,JFK
AirNSR6552,SkyWave,2023-11-08 22:55:00,2023-11-09 01:55:00,47,False,LHR
GlobeAir5389,SkyWave,2023-11-08 08:25:00,2023-11-08 11:25:00,41,False,GRU
PacificWings1262,AirNSR,2023-11-08 13:30:00,2023-11-08 18:30:00,21,False,HND
AirNSR5992,GlobeAir,2023-11-08 19:47:00,2023-11-08 20:47:00,0,False,DXB
PacificWings9561,JetFly,2023-11-08 14:13:00,2023-11-08 18:13:00,77,False,HND
AirNSR9883,GlobeAir,2023-11-08 17:56:00,2023-11-08 21:56:00,104,False,HND
GlobeAir3152,GlobeAir,2023-11-09 13:25:00,2023-11-09 18:25:00,8,False,LAX
JetFly5864,AirNSR,2023-11-09 22:23:00,2023-11-10 03:23:00,2,False,GRU
AirNSR1979,SkyWave,2023-11-09 20:30:00,2023-11-09 22:30:00,52,False,LAX
AirNSR9470,JetFly,2023-11-09 16:02:00,2023-11-09 20:02:00,13,False,SYD
GlobeAir1334,JetFly,2023-11-09 13:23:00,2023-11-09 17:23:00,23,False,HND
AirNSR6528,AirNSR,2023-11-09 13:45:00,2023-11-09 15:45:00,63,False,HND
PacificWings9342,SkyWave,2023-11-09 12:01:00,2023-11-09 16:01:00,0,False,DXB
SkyWave1364,GlobeAir,2023-11-09 21:44:00,2023-11-09 22:44:00,89,False,ORD
SkyWave4004,GlobeAir,2023-11-09 19:56:00,2023-11-09 23:56:00,33,False,CDG
AirNSR1264,PacificWings,2023-11-09 20:32:00,2023-11-10 01:32:00,11,False,ATL
PacificWings6398,PacificWings,2023-11-10 07:24:00,2023-11-10 11:24:00,25,False,GRU
GlobeAir4348,JetFly,2023-11-10 11:44:00,2023-11-10 16:44:00,28,False,SYD
GlobeAir7550,AirNSR,2023-11-10 16:51:00,2023-11-10 19:51:00,0,False,CDG
PacificWings3261,SkyWave,2023-11-10 09:44:00,2023-11-10 13:44:00,97,False,SYD
GlobeAir2273,PacificWings,2023-11-10 18:43:00,2023-11-10 22:43:00,31,True,HND
SkyWave4060,AirNSR,2023-11-10 08:25:00,2023-11-10 10:25:00,49,False,JFK
GlobeAir4140,PacificWings,2023-11-10 11:49:00,2023-11-10 16:49:00,72,False,LAX
PacificWings9790,SkyWave,2023-11-10 21:07:00,2023-11-11 02:07:00,0,False,LHR
SkyWave4823,GlobeAir,2023-11-10 08:29:00,2023-11-10 09:29:00,51,False,CDG
PacificWings5299,SkyWave,2023-11-10 18:37:00,2023-11-10 21:37:00,17,False,ATL
PacificWings9774,SkyWave,2023-11-11 08:43:00,2023-11-11 10:43:00,68,False,CDG
PacificWings1315,AirNSR,2023-11-11 15:22:00,2023-11-11 20:22:00,0,False,HND
GlobeAir1438,GlobeAir,2023-11-11 11:04:00,2023-11-11 16:04:00,25,False,SYD
GlobeAir4110,AirNSR,2023-11-11 17:16:00,2023-11-11 22:16:00,2,False,CDG
SkyWave9398,JetFly,2023-11-11 13:51:00,2023-11-11 14:51:00,49,False,LAX
GlobeAir9827,AirNSR,2023-11-11 19:30:00,2023-11-12 00:30:00,51,False,JFK
GlobeAir7175,JetFly,2023-11-11 13:43:00,2023-11-11 14:43:00,0,False,SYD
PacificWings1848,AirNSR,2023-11-11 18:41:00,2023-11-11 21:41:00,0,False,GRU
SkyWave9372,AirNSR,2023-11-11 16:00:00,2023-11-11 18:00:00,25,False,JFK
AirNSR8798,AirNSR,2023-11-11 10:26:00,2023-11-11 13:26:00,0,True,JFK
SkyWave1509,PacificWings,2023-11-12 07:33:00,2023-11-12 08:33:00,67,False,HND
SkyWave9662,SkyWave,2023-11-12 19:35:00,2023-11-12 21:35:00,13,False,CDG
JetFly9627,JetFly,2023-11-12 06:42:00,2023-11-12 07:42:00,0,False,SYD
PacificWings6552,PacificWings,2023-11-12 11:41:00,2023-11-12 15:41:00,13,False,LAX
AirNSR7864,PacificWings,2023-11-12 06:27:00,2023-11-12 11:27:00,0,False,GRU
GlobeAir2805,SkyWave,2023-11-12 21:25:00,2023-11-13 01:25:00,0,False,SYD
AirNSR9689,SkyWave,2023-11-12 06:15:00,2023-11-12 11:15:00,0,False,JFK
SkyWave7902,SkyWave,2023-11-12 14:17:00,2023-11-12 17:17:00,34,False,GRU
GlobeAir4012,JetFly,2023-11-12 16:33:00,2023-11-12 20:33:00,89,False,LAX
SkyWave1179,JetFly,2023-11-12 10:19:00,2023-11-12 12:19:00,44,False,LHR
SkyWave7681,PacificWings,2023-11-13 06:37:00,2023-11-13 07:37:00,2,False,ORD
SkyWave8512,JetFly,2023-11-13 13:00:00,2023-11-13 15:00:00,50,False,CDG
PacificWings8394,GlobeAir,2023-11-13 07:15:00,2023-11-13 12:15:00,9,False,DXB
AirNSR3160,JetFly,2023-11-13 13:24:00,2023-11-13 16:24:00,0,False,CDG
AirNSR6766,JetFly,2023-11-13 13:44:00,2023-11-13 17:44:00,0,False,LAX
PacificWings8202,JetFly,2023-11-13 14:43:00,2023-11-13 15:43:00,0,False,HND
JetFly9356,PacificWings,2023-11-13 10:07:00,2023-11-13 13:07:00,12,False,GRU
GlobeAir9165,SkyWave,2023-11-13 22:23:00,2023-11-14 01:23:00,37,False,HND
GlobeAir3494,SkyWave,2023-11-13 10:14:00,2023-11-13 14:14:00,25,True,HND
GlobeAir9666,GlobeAir,2023-11-13 15:37:00,2023-11-13 16:37:00,11,False,GRU
JetFly8939,SkyWave,2023-11-14 10:47:00,2023-11-14 11:47:00,0,False,ORD
PacificWings9592,GlobeAir,2023-11-14 11:10:00,2023-11-14 15:10:00,57,False,ORD
AirNSR7288,GlobeAir,2023-11-14 18:04:00,2023-11-14 22:04:00,0,False,GRU
PacificWings7687,SkyWave,2023-11-14 12:57:00,2023-11-14 15:57:00,64,False,GRU
PacificWings3528,PacificWings,2023-11-14 13:13:00,2023-11-14 16:13:00,0,False,DXB
GlobeAir9433,GlobeAir,2023-11-14 21:28:00,2023-11-15 02:28:00,0,False,HND
AirNSR5933,AirNSR,2023-11-14 13:16:00,2023-11-14 18:16:00,0,False,SYD
JetFly5047,AirNSR,2023-11-14 16:12:00,2023-11-14 21:12:00,7,False,ATL
PacificWings2386,SkyWave,2023-11-14 10:25:00,2023-11-14 11:25:00,73,True,LAX
JetFly5874,AirNSR,2023-11-14 20:59:00,2023-11-15 00:59:00,53,False,GRU
AirNSR5996,SkyWave,2023-11-15 07:55:00,2023-11-15 10:55:00,74,False,GRU
AirNSR4567,JetFly,2023-11-15 09:01:00,2023-11-15 11:01:00,53,False,GRU
GlobeAir6265,SkyWave,2023-11-15 21:08:00,2023-11-15 22:08:00,0,False,SYD
GlobeAir6361,GlobeAir,2023-11-15 15:10:00,2023-11-15 17:10:00,15,False,JFK
JetFly3479,AirNSR,2023-11-15 22:11:00,2023-11-16 00:11:00,0,False,ATL
AirNSR8937,GlobeAir,2023-11-15 19:38:00,2023-11-15 20:38:00,89,False,CDG
PacificWings7564,SkyWave,2023-11-15 07:41:00,2023-11-15 10:41:00,0,False,ORD
AirNSR2395,GlobeAir,2023-11-15 17:15:00,2023-11-15 18:15:00,70,False,HND
GlobeAir2646,PacificWings,2023-11-15 19:36:00,2023-11-15 22:36:00,70,False,ORD
JetFly1110,JetFly,2023-11-15 13:50:00,2023-11-15 16:50:00,112,False,LAX
SkyWave6209,SkyWave,2023-11-16 08:42:00,2023-11-16 10:42:00,11,False,GRU
JetFly7630,AirNSR,2023-11-16 06:03:00,2023-11-16 10:03:00,62,False,ATL
SkyWave2200,GlobeAir,2023-11-16 17:03:00,2023-11-16 19:03:00,132,False,GRU
SkyWave1737,SkyWave,2023-11-16 16:53:00,2023-11-16 21:53:00,2,False,GRU
PacificWings2162,PacificWings,2023-11-16 12:33:00,2023-11-16 16:33:00,0,False,DXB
AirNSR4110,JetFly,2023-11-16 11:51:00,2023-11-16 14:51:00,0,False,CDG
JetFly8349,JetFly,2023-11-16 06:49:00,2023-11-16 09:49:00,62,False,JFK
GlobeAir9757,GlobeAir,2023-11-16 10:49:00,2023-11-16 12:49:00,0,False,LAX
AirNSR8707,GlobeAir,2023-11-16 16:04:00,2023-11-16 21:04:00,13,False,DXB
AirNSR6853,AirNSR,2023-11-16 21:44:00,2023-11-16 23:44:00,49,False,ORD
PacificWings6687,AirNSR,2023-11-17 14:22:00,2023-11-17 18:22:00,38,False,CDG
AirNSR2202,PacificWings,2023-11-17 17:32:00,2023-11-17 18:32:00,49,False,SYD
AirNSR2563,JetFly,2023-11-17 20:16:00,2023-11-17 23:16:00,40,False,GRU
GlobeAir6992,SkyWave,2023-11-17 09:58:00,2023-11-17 13:58:00,87,True,DXB
GlobeAir1044,AirNSR,2023-11-17 15:00:00,2023-11-17 20:00:00,0,False,JFK
JetFly6225,JetFly,2023-11-17 09:34:00,2023-11-17 12:34:00,0,False,ATL
PacificWings9944,SkyWave,2023-11-17 11:05:00,2023-11-17 16:05:00,0,True,ATL
PacificWings7268,GlobeAir,2023-11-17 11:49:00,2023-11-17 12:49:00,67,False,LHR
PacificWings7542,JetFly,2023-11-17 06:42:00,2023-11-17 10:42:00,70,False,JFK
SkyWave7418,JetFly,2023-11-17 11:38:00,2023-11-17 14:38:00,50,False,HND
JetFly8165,PacificWings,2023-11-18 12:55:00,2023-11-18 14:55:00,83,False,LHR
GlobeAir3165,SkyWave,2023-11-18 07:59:00,2023-11-18 09:59:00,0,False,DXB
JetFly5319,AirNSR,2023-11-18 22:58:00,2023-11-19 03:58:00,105,False,HND
GlobeAir1697,PacificWings,2023-11-18 21:02:00,2023-11-19 02:02:00,98,False,LAX
PacificWings2518,PacificWings,2023-11-18 15:55:00,2023-11-18 17:55:00,63,False,ATL
SkyWave7386,GlobeAir,2023-11-18 09:06:00,2023-11-18 12:06:00,110,False,SYD
JetFly1770,JetFly,2023-11-18 11:51:00,2023-11-18 15:51:00,0,False,LAX
AirNSR7607,AirNSR,2023-11-18 15:29:00,2023-11-18 17:29:00,6,False,LHR
SkyWave8706,AirNSR,2023-11-18 21:30:00,2023-11-19 00:30:00,0,False,CDG
JetFly8868,AirNSR,2023-11-18 10:58:00,2023-11-18 12:58:00,62,False,LAX
JetFly7396,AirNSR,2023-11-19 16:46:00,2023-11-19 18:46:00,0,False,HND
GlobeAir7348,GlobeAir,2023-11-19 10:55:00,2023-11-19 14:55:00,64,False,LHR
PacificWings7159,AirNSR,2023-11-19 17:14:00,2023-11-19 18:14:00,91,False,HND
AirNSR9759,JetFly,2023-11-19 06:08:00,2023-11-19 09:08:00,61,False,SYD
GlobeAir1097,SkyWave,2023-11-19 18:33:00,2023-11-19 22:33:00,42,True,JFK
GlobeAir4874,AirNSR,2023-11-19 18:25:00,2023-11-19 20:25:00,0,False,JFK
JetFly1721,SkyWave,2023-11-19 22:56:00,2023-11-19 23:56:00,0,False,HND
JetFly1131,PacificWings,2023-11-19 09:00:00,2023-11-19 11:00:00,86,False,GRU
AirNSR3701,AirNSR,2023-11-19 13:40:00,2023-11-19 14:40:00,65,False,ORD
AirNSR5297,JetFly,2023-11-19 11:44:00,2023-11-19 13:44:00,28,False,DXB
JetFly8659,PacificWings,2023-11-20 17:14:00,2023-11-20 18:14:00,11,False,ORD
GlobeAir1682,AirNSR,2023-11-20 19:02:00,2023-11-20 21:02:00,0,False,DXB
JetFly9077,JetFly,2023-11-20 16:16:00,2023-11-20 19:16:00,0,False,GRU
SkyWave1718,JetFly,2023-11-20 15:47:00,2023-11-20 20:47:00,116,False,CDG
JetFly6396,SkyWave,2023-11-20 22:05:00,2023-11-20 23:05:00,0,False,SYD
AirNSR9978,PacificWings,2023-11-20 18:22:00,2023-11-20 21:22:00,38,False,CDG
JetFly6409,GlobeAir,2023-11-20 18:10:00,2023-11-20 20:10:00,75,False,LHR
SkyWave3020,GlobeAir,2023-11-20 21:03:00,2023-11-21 00:03:00,0,False,HND
AirNSR4845,GlobeAir,2023-11-20 09:51:00,2023-11-20 13:51:00,38,False,CDG
PacificWings7931,AirNSR,2023-11-20 20:00:00,2023-11-20 23:00:00,72,False,ORD
GlobeAir7653,AirNSR,2023-11-21 10:12:00,2023-11-21 13:12:00,30,False,LAX
JetFly9257,JetFly,2023-11-21 06:04:00,2023-11-21 09:04:00,159,False,JFK
AirNSR8228,SkyWave,2023-11-21 08:27:00,2023-11-21 12:27:00,0,False,LHR
GlobeAir1884,JetFly,2023-11-21 22:28:00,2023-11-22 03:28:00,77,False,ORD
SkyWave5188,JetFly,2023-11-21 08:13:00,2023-11-21 10:13:00,22,False,CDG
GlobeAir5347,AirNSR,2023-11-21 18:16:00,2023-11-21 21:16:00,64,False,LHR
GlobeAir1891,JetFly,2023-11-21 20:07:00,2023-11-22 01:07:00,49,False,LAX
PacificWings9708,GlobeAir,2023-11-21 19:47:00,2023-11-21 22:47:00,0,False,HND
PacificWings4519,GlobeAir,2023-11-21 16:24:00,2023-11-21 17:24:00,40,False,ATL
JetFly9108,JetFly,2023-11-21 20:25:00,2023-11-22 01:25:00,0,False,LHR
GlobeAir1805,SkyWave,2023-11-22 13:47:00,2023-11-22 17:47:00,57,False,LAX
PacificWings5347,SkyWave,2023-11-22 06:51:00,2023-11-22 07:51:00,43,False,ORD
AirNSR6896,GlobeAir,2023-11-22 21:15:00,2023-11-22 23:15:00,58,False,ORD
PacificWings8848,SkyWave,2023-11-22 10:13:00,2023-11-22 15:13:00,77,False,HND
JetFly5244,AirNSR,2023-11-22 11:55:00,2023-11-22 16:55:00,46,False,LHR
SkyWave3684,GlobeAir,2023-11-22 20:24:00,2023-11-23 01:24:00,36,False,ORD
JetFly3708,GlobeAir,2023-11-22 21:58:00,2023-11-22 23:58:00,0,False,ORD
SkyWave9764,JetFly,2023-11-22 10:02:00,2023-11-22 12:02:00,0,False,ORD
AirNSR2538,JetFly,2023-11-22 06:04:00,2023-11-22 10:04:00,83,False,ATL
SkyWave9458,JetFly,2023-11-22 15:08:00,2023-11-22 17:08:00,94,False,DXB
AirNSR9606,SkyWave,2023-11-23 06:51:00,2023-11-23 10:51:00,19,False,LHR
AirNSR6378,JetFly,2023-11-23 16:08:00,2023-11-23 20:08:00,32,False,DXB
JetFly8150,PacificWings,2023-11-23 08:12:00,2023-11-23 13:12:00,0,False,LAX
AirNSR1061,GlobeAir,2023-11-23 15:15:00,2023-11-23 17:15:00,82,False,ORD
GlobeAir3466,SkyWave,2023-11-23 21:28:00,2023-11-24 01:28:00,59,False,ATL
AirNSR7785,PacificWings,2023-11-23 07:25:00,2023-11-23 11:25:00,117,False,DXB
AirNSR8257,AirNSR,2023-11-23 12:35:00,2023-11-23 15:35:00,0,False,HND
AirNSR6489,PacificWings,2023-11-23 16:10:00,2023-11-23 21:10:00,12,False,CDG
SkyWave5713,AirNSR,2023-11-23 07:40:00,2023-11-23 11:40:00,40,False,CDG
AirNSR3167,GlobeAir,2023-11-23 14:01:00,2023-11-23 18:01:00,59,False,LHR
PacificWings3736,GlobeAir,2023-11-24 20:26:00,2023-11-24 22:26:00,20,False,JFK
GlobeAir3619,AirNSR,2023-11-24 07:15:00,2023-11-24 11:15:00,0,False,SYD
JetFly7611,JetFly,2023-11-24 19:46:00,2023-11-24 20:46:00,69,False,DXB
JetFly6161,PacificWings,2023-11-24 21:41:00,2023-11-25 02:41:00,62,False,SYD
SkyWave8936,PacificWings,2023-11-24 14:53:00,2023-11-24 19:53:00,0,False,CDG
PacificWings9291,GlobeAir,2023-11-24 07:37:00,2023-11-24 12:37:00,90,False,LHR
AirNSR5621,PacificWings,2023-11-24 12:09:00,2023-11-24 16:09:00,82,False,HND
JetFly4546,SkyWave,2023-11-24 10:47:00,2023-11-24 12:47:00,36,False,CDG
